Symbol,Model,MAE,RMSE,sMAPE (%),Naive_MAE,Naive_RMSE,MAE_High_Vol,MAE_Low_Vol,MAE_Normal_Vol
AAVE," ARIMA(0,1,0)(0,0,0)[0] intercept",28.192894481745682,44.51384994785801,8.397532785766868,28.024543055102036,44.05177643438369,31.630340988590234,,16.318079276282702
